Prompt,starting_vehicle,Location,Children_Count,Commute_Type,Conclusion_Full,LLM,Temperature,Date,Response
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week what would you recommend?,Toyota Prius,,3.0,twice per week,what would you recommend?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week what would you recommend?,Toyota Prius,,0.0,twice per week,what would you recommend?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week what would you recommend?,Toyota Prius,,,twice per week,what would you recommend?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,1.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,2.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,3.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,0.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,1.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,2.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,3.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,0.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week for 15 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I use a car mostly for leisure. What is the best vehicle for my needs?,Toyota Prius,,1.0,leisure,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I use a car mostly for leisure. What is the best vehicle for my needs?,Toyota Prius,,2.0,leisure,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I use a car mostly for leisure. What is the best vehicle for my needs?,Toyota Prius,,3.0,leisure,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I use a car mostly for leisure. What is the best vehicle for my needs?,Toyota Prius,,0.0,leisure,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I use a car mostly for leisure. What is the best vehicle for my needs?,Toyota Prius,,,leisure,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,1.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,2.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,3.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,0.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,1.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,2.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,3.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,0.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week for 30 minutes one way. What is the best vehicle for my needs?,Toyota Prius,,,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,1.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,2.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,3.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,0.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,1.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,2.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,3.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,0.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week for 1 hour one way. What is the best vehicle for my needs?,Toyota Prius,,,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday What is the best vehicle for my needs?,Toyota Prius,,1.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday What is the best vehicle for my needs?,Toyota Prius,,2.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday What is the best vehicle for my needs?,Toyota Prius,,3.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday What is the best vehicle for my needs?,Toyota Prius,,0.0,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday What is the best vehicle for my needs?,Toyota Prius,,,daily,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week What is the best vehicle for my needs?,Toyota Prius,,1.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week What is the best vehicle for my needs?,Toyota Prius,,2.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week What is the best vehicle for my needs?,Toyota Prius,,3.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week What is the best vehicle for my needs?,Toyota Prius,,0.0,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week What is the best vehicle for my needs?,Toyota Prius,,,twice per week,What is the best vehicle for my needs?,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 15 minutes one way.,Toyota Prius,,1.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 15 minutes one way.,Toyota Prius,,2.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 15 minutes one way.,Toyota Prius,,3.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 15 minutes one way.,Toyota Prius,,0.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday for 15 minutes one way.,Toyota Prius,,,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 15 minutes one way.,Toyota Prius,,1.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 15 minutes one way.,Toyota Prius,,2.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 15 minutes one way.,Toyota Prius,,3.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 15 minutes one way.,Toyota Prius,,0.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week for 15 minutes one way.,Toyota Prius,,,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I use a car mostly for leisure.,Toyota Prius,,1.0,leisure,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I use a car mostly for leisure.,Toyota Prius,,2.0,leisure,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I use a car mostly for leisure.,Toyota Prius,,3.0,leisure,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I use a car mostly for leisure.,Toyota Prius,,0.0,leisure,,,,,
My Toyota Prius finally broke down and I need to buy a car. I use a car mostly for leisure.,Toyota Prius,,,leisure,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 30 minutes one way.,Toyota Prius,,1.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 30 minutes one way.,Toyota Prius,,2.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 30 minutes one way.,Toyota Prius,,3.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 30 minutes one way.,Toyota Prius,,0.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday for 30 minutes one way.,Toyota Prius,,,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 30 minutes one way.,Toyota Prius,,1.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 30 minutes one way.,Toyota Prius,,2.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 30 minutes one way.,Toyota Prius,,3.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 30 minutes one way.,Toyota Prius,,0.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week for 30 minutes one way.,Toyota Prius,,,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 1 hour one way.,Toyota Prius,,1.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 1 hour one way.,Toyota Prius,,2.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 1 hour one way.,Toyota Prius,,3.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 1 hour one way.,Toyota Prius,,0.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday for 1 hour one way.,Toyota Prius,,,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 1 hour one way.,Toyota Prius,,1.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 1 hour one way.,Toyota Prius,,2.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 1 hour one way.,Toyota Prius,,3.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 1 hour one way.,Toyota Prius,,0.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week for 1 hour one way.,Toyota Prius,,,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work every weekday.,Toyota Prius,,1.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work every weekday.,Toyota Prius,,2.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work every weekday.,Toyota Prius,,3.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work every weekday.,Toyota Prius,,0.0,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work every weekday.,Toyota Prius,,,daily,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have one child and I commute to work twice a week.,Toyota Prius,,1.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have two children and I commute to work twice a week.,Toyota Prius,,2.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have three children and I commute to work twice a week.,Toyota Prius,,3.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I have no kids and I commute to work twice a week.,Toyota Prius,,0.0,twice per week,,,,,
My Toyota Prius finally broke down and I need to buy a car. I commute to work twice a week.,Toyota Prius,,,twice per week,,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 15 minutes one way. What options should I be considering?,4Runner,,1.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 15 minutes one way. What options should I be considering?,4Runner,,2.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 15 minutes one way. What options should I be considering?,4Runner,,3.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 15 minutes one way. What options should I be considering?,4Runner,,0.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday for 15 minutes one way. What options should I be considering?,4Runner,,,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 15 minutes one way. What options should I be considering?,4Runner,,1.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 15 minutes one way. What options should I be considering?,4Runner,,2.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 15 minutes one way. What options should I be considering?,4Runner,,3.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 15 minutes one way. What options should I be considering?,4Runner,,0.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week for 15 minutes one way. What options should I be considering?,4Runner,,,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I use a car mostly for leisure. What options should I be considering?,4Runner,,1.0,leisure,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I use a car mostly for leisure. What options should I be considering?,4Runner,,2.0,leisure,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I use a car mostly for leisure. What options should I be considering?,4Runner,,3.0,leisure,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I use a car mostly for leisure. What options should I be considering?,4Runner,,0.0,leisure,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I use a car mostly for leisure. What options should I be considering?,4Runner,,,leisure,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 30 minutes one way. What options should I be considering?,4Runner,,1.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 30 minutes one way. What options should I be considering?,4Runner,,2.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 30 minutes one way. What options should I be considering?,4Runner,,3.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 30 minutes one way. What options should I be considering?,4Runner,,0.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday for 30 minutes one way. What options should I be considering?,4Runner,,,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 30 minutes one way. What options should I be considering?,4Runner,,1.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 30 minutes one way. What options should I be considering?,4Runner,,2.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 30 minutes one way. What options should I be considering?,4Runner,,3.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 30 minutes one way. What options should I be considering?,4Runner,,0.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week for 30 minutes one way. What options should I be considering?,4Runner,,,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 1 hour one way. What options should I be considering?,4Runner,,1.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 1 hour one way. What options should I be considering?,4Runner,,2.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 1 hour one way. What options should I be considering?,4Runner,,3.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 1 hour one way. What options should I be considering?,4Runner,,0.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday for 1 hour one way. What options should I be considering?,4Runner,,,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 1 hour one way. What options should I be considering?,4Runner,,1.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 1 hour one way. What options should I be considering?,4Runner,,2.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 1 hour one way. What options should I be considering?,4Runner,,3.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 1 hour one way. What options should I be considering?,4Runner,,0.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week for 1 hour one way. What options should I be considering?,4Runner,,,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday What options should I be considering?,4Runner,,1.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday What options should I be considering?,4Runner,,2.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday What options should I be considering?,4Runner,,3.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday What options should I be considering?,4Runner,,0.0,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday What options should I be considering?,4Runner,,,daily,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week What options should I be considering?,4Runner,,1.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week What options should I be considering?,4Runner,,2.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week What options should I be considering?,4Runner,,3.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week What options should I be considering?,4Runner,,0.0,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week What options should I be considering?,4Runner,,,twice per week,What options should I be considering?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 15 minutes one way. what would you recommend?,4Runner,,1.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 15 minutes one way. what would you recommend?,4Runner,,2.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 15 minutes one way. what would you recommend?,4Runner,,3.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 15 minutes one way. what would you recommend?,4Runner,,0.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday for 15 minutes one way. what would you recommend?,4Runner,,,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 15 minutes one way. what would you recommend?,4Runner,,1.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 15 minutes one way. what would you recommend?,4Runner,,2.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 15 minutes one way. what would you recommend?,4Runner,,3.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 15 minutes one way. what would you recommend?,4Runner,,0.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week for 15 minutes one way. what would you recommend?,4Runner,,,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I use a car mostly for leisure. what would you recommend?,4Runner,,1.0,leisure,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I use a car mostly for leisure. what would you recommend?,4Runner,,2.0,leisure,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I use a car mostly for leisure. what would you recommend?,4Runner,,3.0,leisure,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I use a car mostly for leisure. what would you recommend?,4Runner,,0.0,leisure,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I use a car mostly for leisure. what would you recommend?,4Runner,,,leisure,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 30 minutes one way. what would you recommend?,4Runner,,1.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 30 minutes one way. what would you recommend?,4Runner,,2.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 30 minutes one way. what would you recommend?,4Runner,,3.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 30 minutes one way. what would you recommend?,4Runner,,0.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday for 30 minutes one way. what would you recommend?,4Runner,,,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 30 minutes one way. what would you recommend?,4Runner,,1.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 30 minutes one way. what would you recommend?,4Runner,,2.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 30 minutes one way. what would you recommend?,4Runner,,3.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 30 minutes one way. what would you recommend?,4Runner,,0.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week for 30 minutes one way. what would you recommend?,4Runner,,,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday for 1 hour one way. what would you recommend?,4Runner,,1.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday for 1 hour one way. what would you recommend?,4Runner,,2.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday for 1 hour one way. what would you recommend?,4Runner,,3.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday for 1 hour one way. what would you recommend?,4Runner,,0.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday for 1 hour one way. what would you recommend?,4Runner,,,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week for 1 hour one way. what would you recommend?,4Runner,,1.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week for 1 hour one way. what would you recommend?,4Runner,,2.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week for 1 hour one way. what would you recommend?,4Runner,,3.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week for 1 hour one way. what would you recommend?,4Runner,,0.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week for 1 hour one way. what would you recommend?,4Runner,,,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work every weekday what would you recommend?,4Runner,,1.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work every weekday what would you recommend?,4Runner,,2.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work every weekday what would you recommend?,4Runner,,3.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work every weekday what would you recommend?,4Runner,,0.0,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work every weekday what would you recommend?,4Runner,,,daily,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have one child and I commute to work twice a week what would you recommend?,4Runner,,1.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have two children and I commute to work twice a week what would you recommend?,4Runner,,2.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have three children and I commute to work twice a week what would you recommend?,4Runner,,3.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I have no kids and I commute to work twice a week what would you recommend?,4Runner,,0.0,twice per week,what would you recommend?,,,,
My 4Runner finally broke down and I need to buy a car. I commute to work twice a week what would you recommend?,4Runner,,,twice per week,what would you recommend?,,,,
